order_id,order_date,customer_id,segment,region,channel,category,sub_category,quantity,unit_price,discount,revenue,profit,ship_mode,delivery_days,satisfaction_score,returned,currency
ORD-104764,2025-06-19,CUST-00370,Consumer,North,Mobile App,Furniture,Bookcases,3,373.4,0.15,952.17,388.49,First Class,2.0,3.7,False,GBP
ORD-101559,2024-07-27,CUST-00942,,East,Web,Furniture,Bookcases,5,466.45,0.1,2099.02,476.48,Standard,6.0,3.6,False,GBP
ORD-100993,2025-10-31,CUST-01094,Corporate,South,Web,Technology,Accessories,3,746.01,0.0,2238.03,986.97,Standard,4.0,3.1,False,GBP
ORD-100451,2024-10-21,CUST-00511,Corporate,Central,Marketplace,Office Supplies,Labels,4,53.79,0.0,215.16,72.72,First Class,0.0,4.4,True,GBP
ORD-101746,2025-02-27,CUST-00228,Corporate,North,Web,Furniture,Chairs,2,151.38,0.0,302.76,106.87,Standard,6.0,3.7,False,GBP
ORD-103513,2025-04-20,CUST-01013,Consumer,Central,Marketplace,Furniture,Furnishings,6,302.95,0.0,1817.7,498.05,Standard,8.0,2.6,False,GBP
ORD-101420,2024-12-05,CUST-01258,Corporate,East,Mobile App,Office Supplies,Labels,6,22.1,0.3,92.82,16.15,Standard,6.0,4.9,False,GBP
ORD-104914,2024-05-29,CUST-00785,Consumer,North,Web,Furniture,Bookcases,7,259.79,0.2,1454.82,228.41,Second Class,6.0,2.2,True,GBP
ORD-100480,2025-09-18,CUST-00270,Corporate,West,Web,Furniture,Furnishings,1,390.33,0.1,351.3,79.04,Standard,7.0,2.7,False,GBP
ORD-104335,2025-08-12,CUST-01047,,North,Mobile App,Furniture,Furnishings,2,202.3,0.3,283.22,15.86,Standard,4.0,3.1,False,GBP
ORD-104554,2025-03-18,CUST-01002,Consumer,East,Mobile App,Office Supplies,Storage,2,26.52,0.1,47.74,16.95,Standard,7.0,2.9,False,GBP
ORD-104771,2024-12-22,CUST-00802,,South,Phone,Office Supplies,Paper,1,29.22,0.4,17.53,1.05,First Class,3.0,5.0,False,GBP
ORD-100525,2024-01-11,CUST-00468,Home Office,South,Mobile App,Office Supplies,Art,6,38.14,0.0,228.84,63.16,Standard,6.0,4.4,False,GBP
ORD-104662,2025-02-24,CUST-00473,Corporate,East,Mobile App,Office Supplies,Binders,5,9.05,0.0,45.25,17.38,Second Class,3.0,5.0,False,GBP
ORD-103669,2025-08-11,CUST-00607,,East,Mobile App,Office Supplies,Art,3,37.16,0.3,78.04,13.66,First Class,2.0,3.7,False,GBP
ORD-100473,2024-01-31,CUST-00195,,East,Phone,Office Supplies,Art,6,15.98,0.15,81.5,24.61,Second Class,5.0,3.4,False,GBP
ORD-104367,2024-08-15,CUST-00338,Home Office,West,Phone,Furniture,Chairs,1,588.24,0.1,529.42,111.71,Same Day,2.0,,False,GBP
ORD-104468,2024-12-30,CUST-01352,Corporate,West,Web,Office Supplies,Labels,8,21.11,0.0,168.88,65.36,First Class,3.0,3.6,False,GBP
ORD-103142,2024-06-11,CUST-01292,Corporate,East,Phone,Office Supplies,Binders,3,59.34,0.1,160.22,42.14,Same Day,,3.7,False,GBP
ORD-101723,2025-07-16,CUST-00613,Consumer,South,Marketplace,Furniture,Chairs,3,248.42,0.3,521.68,68.86,First Class,3.0,3.2,False,GBP
ORD-103491,2025-05-27,CUST-00129,Consumer,North,Mobile App,Furniture,Furnishings,4,201.39,0.2,644.45,143.71,First Class,4.0,3.4,False,GBP
ORD-101080,2024-11-11,CUST-00162,Consumer,North,Web,Technology,Machines,1,614.17,0.0,614.17,268.39,Standard,5.0,4.1,False,GBP
ORD-101935,2025-07-24,CUST-01017,Consumer,North,Web,Technology,Phones,5,375.6,0.0,1878.0,608.47,Second Class,5.0,3.8,True,GBP
ORD-100724,2025-11-18,CUST-00373,Consumer,Central,Web,Furniture,Tables,4,227.08,0.15,772.07,235.48,First Class,3.0,4.5,False,GBP
ORD-100350,2024-09-21,CUST-00173,Corporate,East,Mobile App,Furniture,Chairs,2,115.73,0.1,208.31,53.95,Same Day,1.0,5.0,False,GBP
ORD-100765,2025-05-13,CUST-00817,Consumer,North,Mobile App,Technology,Accessories,6,526.66,0.0,3159.96,922.71,Second Class,5.0,2.8,False,GBP
ORD-100188,2024-12-12,CUST-00048,Consumer,Central,Web,Furniture,Furnishings,4,258.88,0.15,880.19,279.02,First Class,,4.0,False,GBP
ORD-102838,2025-10-18,CUST-00046,Corporate,North,Mobile App,Office Supplies,Binders,4,49.69,0.0,198.76,36.37,Standard,6.0,4.4,False,GBP
ORD-103470,2025-05-08,CUST-01382,Consumer,East,Web,Office Supplies,Storage,2,24.08,0.0,48.16,15.03,Standard,8.0,3.6,False,GBP
ORD-102270,2024-05-22,CUST-00150,Consumer,South,Web,Technology,Machines,6,245.89,0.0,1475.34,438.18,Standard,6.0,3.0,True,GBP
ORD-104026,2024-03-04,CUST-01051,Consumer,East,Marketplace,Office Supplies,Binders,7,4.1,0.1,25.83,8.52,Standard,4.0,2.9,False,GBP
ORD-101680,2025-01-17,CUST-00512,Corporate,North,Web,Technology,Machines,4,349.16,0.4,837.98,98.04,Standard,4.0,5.0,False,GBP
ORD-103168,2025-03-27,CUST-00910,Consumer,East,Web,Technology,Machines,2,961.07,0.1,1729.93,408.26,Standard,4.0,3.7,False,GBP
ORD-102235,2024-05-24,CUST-00678,Corporate,South,Web,Technology,Phones,1,699.76,0.3,489.83,46.04,Standard,6.0,3.2,False,GBP
ORD-100417,2025-07-20,CUST-00453,Consumer,Central,Mobile App,Office Supplies,Paper,1,51.61,0.15,43.87,14.74,Standard,7.0,5.0,False,GBP
ORD-102392,2024-11-05,CUST-01199,Consumer,North,Mobile App,Office Supplies,Labels,8,21.45,0.2,137.28,24.3,Standard,6.0,4.3,False,GBP
ORD-103784,2025-04-11,CUST-00826,,Central,Phone,Furniture,Furnishings,6,494.97,0.4,1781.89,335.0,Same Day,2.0,4.9,False,GBP
ORD-104606,2024-05-21,CUST-00881,Home Office,North,Marketplace,Technology,Accessories,5,1074.08,0.4,3222.24,386.67,Standard,7.0,2.5,False,GBP
ORD-102719,2024-09-30,CUST-00612,Consumer,South,Mobile App,Technology,Accessories,8,266.45,0.15,1811.86,550.81,First Class,5.0,4.9,False,GBP
ORD-103267,2024-10-12,CUST-00294,Corporate,North,Web,Office Supplies,Paper,7,36.97,0.15,219.97,25.3,Standard,6.0,3.4,False,GBP
ORD-103976,2024-01-15,CUST-00248,Consumer,North,Web,Technology,Accessories,8,799.17,0.0,6393.36,1911.61,Standard,7.0,3.6,False,GBP
ORD-104248,2024-07-21,CUST-00097,Corporate,East,Marketplace,Technology,Machines,5,198.08,0.0,990.4,333.76,Second Class,7.0,2.9,True,GBP
ORD-101606,2025-07-29,CUST-00776,Corporate,North,Web,Furniture,Tables,8,135.63,0.2,868.03,159.72,First Class,3.0,5.0,False,GBP
ORD-103277,2025-02-20,CUST-00820,Home Office,North,Marketplace,Office Supplies,Binders,2,32.2,0.0,64.4,21.19,Same Day,0.0,4.1,False,GBP
ORD-103433,2024-04-01,CUST-00611,Consumer,South,Marketplace,Office Supplies,Binders,4,18.65,0.0,74.6,40.28,Second Class,4.0,4.6,False,GBP
ORD-104832,2024-05-23,CUST-00539,Corporate,North,Web,Office Supplies,Labels,6,11.51,0.3,48.34,8.56,Second Class,4.0,3.6,False,GBP
ORD-103971,2025-09-16,CUST-01180,Home Office,Central,Web,Furniture,Bookcases,3,202.67,0.15,516.81,137.47,Same Day,0.0,3.9,True,GBP
ORD-101447,2025-03-31,CUST-00309,Home Office,North,Web,Technology,Copiers,5,612.42,0.4,1837.26,297.64,First Class,3.0,3.9,False,GBP
ORD-102604,2025-07-15,CUST-00341,Consumer,East,Marketplace,Office Supplies,Storage,6,22.83,0.2,109.58,31.56,First Class,1.0,4.8,False,GBP
ORD-102581,2024-02-08,CUST-01038,,East,Mobile App,Office Supplies,Storage,7,41.13,0.3,201.54,28.82,Standard,8.0,3.8,False,GBP
ORD-103830,2025-12-17,CUST-00504,Consumer,West,Marketplace,Technology,Accessories,5,409.87,0.1,1844.42,671.37,Standard,5.0,3.2,False,GBP
ORD-102348,2025-05-30,CUST-00690,,West,Mobile App,Technology,Accessories,4,567.45,0.3,1588.86,201.79,Second Class,4.0,4.2,False,GBP
ORD-103196,2024-12-27,CUST-00807,Home Office,South,Mobile App,Office Supplies,Storage,5,25.95,0.1,116.78,26.74,Standard,8.0,4.2,False,GBP
ORD-102511,2025-02-11,CUST-01074,Consumer,West,Mobile App,Office Supplies,Storage,1,37.23,0.0,37.23,10.8,First Class,4.0,4.3,False,GBP
ORD-102464,2025-10-10,CUST-00107,Corporate,Central,Mobile App,Furniture,Bookcases,6,167.47,0.0,1004.82,380.83,First Class,3.0,3.6,False,GBP
ORD-101346,2025-03-07,CUST-00082,Consumer,East,Web,Furniture,Furnishings,4,200.13,0.0,800.52,286.59,Standard,7.0,2.3,False,GBP
ORD-102904,2025-03-31,CUST-00247,,West,Mobile App,Office Supplies,Storage,6,14.25,0.3,59.85,9.4,Standard,7.0,3.6,False,GBP
ORD-102110,2024-01-12,CUST-01236,Home Office,West,Web,Furniture,Tables,6,433.82,0.0,2602.92,913.62,Standard,9.0,3.4,False,GBP
ORD-104958,2024-04-02,CUST-01083,Home Office,South,Phone,Office Supplies,Paper,1,44.27,0.0,44.27,16.6,First Class,4.0,3.2,False,GBP
ORD-103802,2025-02-10,CUST-00390,Home Office,Central,Mobile App,Technology,Phones,5,454.68,0.3,1591.38,163.91,Standard,7.0,3.8,True,GBP
ORD-101828,2025-08-08,CUST-00401,,North,Web,Furniture,Chairs,8,241.26,0.3,1351.06,104.03,Standard,8.0,4.1,False,GBP
ORD-100085,2024-07-14,CUST-00260,Home Office,Central,Marketplace,Office Supplies,Art,7,81.7,0.15,486.11,37.43,Second Class,0.0,3.4,True,GBP
ORD-102600,2025-07-11,CUST-00993,,North,Web,Office Supplies,Labels,3,28.29,0.15,72.14,15.44,First Class,1.0,4.4,False,GBP
ORD-103014,2025-05-31,CUST-00918,Home Office,Central,Mobile App,Furniture,Furnishings,5,278.68,0.3,975.38,117.05,Standard,8.0,3.3,False,GBP
ORD-103496,2024-08-06,CUST-00728,Corporate,West,Mobile App,Office Supplies,Art,3,42.9,0.0,128.7,35.65,Standard,5.0,,False,GBP
ORD-103561,2025-06-23,CUST-00758,Consumer,West,Marketplace,Technology,Machines,3,545.61,0.15,1391.31,377.05,Second Class,3.0,,False,GBP
ORD-101873,2024-11-21,CUST-01324,Consumer,East,Marketplace,Furniture,Tables,1,429.14,0.4,257.48,35.53,Standard,6.0,4.4,False,GBP
ORD-102015,2025-08-11,CUST-00253,Home Office,North,Marketplace,Technology,Accessories,7,332.27,0.2,1860.71,390.75,Second Class,6.0,3.7,False,GBP
ORD-103067,2024-06-23,CUST-00847,Consumer,Central,Mobile App,Office Supplies,Labels,6,27.66,0.0,165.96,51.78,First Class,4.0,4.9,False,GBP
ORD-101716,2024-04-20,CUST-00244,Consumer,North,Web,Office Supplies,Paper,6,29.78,0.0,178.68,50.57,Standard,7.0,4.2,False,GBP
ORD-102311,2024-10-21,CUST-00497,Consumer,East,Mobile App,Office Supplies,Paper,2,34.06,0.15,57.9,18.41,First Class,1.0,2.6,False,GBP
ORD-104949,2024-02-01,CUST-01341,Consumer,Central,Mobile App,Furniture,Bookcases,3,153.26,0.0,459.78,162.3,Standard,9.0,3.1,False,GBP
ORD-104412,2024-10-16,CUST-00822,Consumer,South,Phone,Office Supplies,Labels,2,24.87,0.0,49.74,13.43,Standard,8.0,3.3,False,GBP
ORD-100140,2025-09-21,CUST-00460,,North,Web,Office Supplies,Labels,5,41.02,0.3,143.57,26.7,First Class,5.0,,False,GBP
ORD-104938,2024-01-23,CUST-00217,Corporate,East,Mobile App,Office Supplies,Paper,1,104.59,0.0,104.59,38.07,Standard,8.0,2.4,False,GBP
ORD-103746,2024-01-26,CUST-00912,Home Office,North,Web,Office Supplies,Labels,5,30.22,0.15,128.44,34.94,Second Class,5.0,3.4,False,GBP
ORD-100082,2025-02-27,CUST-00238,,South,Mobile App,Office Supplies,Storage,6,6.74,0.3,28.31,2.26,Standard,3.0,4.1,False,GBP
ORD-104950,2024-03-16,CUST-01342,Corporate,North,Phone,Technology,Phones,1,470.89,0.0,470.89,175.64,First Class,2.0,5.0,False,GBP
ORD-104138,2025-02-13,CUST-00826,Consumer,South,Web,Office Supplies,Art,6,36.97,0.0,221.82,70.76,Same Day,1.0,4.2,False,GBP
ORD-103193,2024-10-25,CUST-00115,Corporate,West,Marketplace,Office Supplies,Paper,5,21.73,0.4,65.19,9.84,Second Class,5.0,2.6,False,GBP
ORD-100084,2024-02-12,CUST-00622,Consumer,East,Web,Technology,Accessories,6,263.61,0.15,1344.41,454.41,Standard,7.0,4.7,False,GBP
ORD-103843,2025-06-03,CUST-01312,Consumer,South,Mobile App,Office Supplies,Storage,6,30.09,0.1,162.49,50.86,Standard,5.0,4.1,False,GBP
ORD-100061,2024-06-22,CUST-00510,Consumer,East,Web,Office Supplies,Binders,6,26.27,0.0,157.62,63.52,Standard,6.0,1.5,False,GBP
ORD-100907,2025-03-23,CUST-01038,Corporate,Central,Web,Technology,Copiers,6,447.02,0.4,1609.27,263.92,Standard,5.0,5.0,False,GBP
ORD-101193,2024-04-24,CUST-01136,Consumer,South,Web,Office Supplies,Paper,2,21.39,0.0,42.78,15.57,Second Class,3.0,4.3,False,GBP
ORD-100457,2024-05-16,CUST-00782,Consumer,East,Mobile App,Office Supplies,Labels,4,57.32,0.15,194.89,48.72,Standard,8.0,4.2,False,GBP
ORD-102973,2024-10-28,CUST-00917,Consumer,North,Web,Office Supplies,Storage,2,48.22,0.1,86.8,20.92,Standard,3.0,4.9,False,GBP
ORD-102624,2024-10-25,CUST-00317,Consumer,East,Mobile App,Office Supplies,Paper,2,17.89,0.15,30.41,7.6,Standard,8.0,2.8,False,GBP
ORD-104972,2025-04-21,CUST-00461,Corporate,South,Web,Furniture,Furnishings,8,187.37,0.0,1498.96,418.21,Standard,4.0,3.4,False,GBP
ORD-104290,2024-09-25,CUST-01095,Consumer,West,Marketplace,Office Supplies,Binders,4,66.86,0.0,267.44,98.95,Standard,7.0,4.4,False,GBP
ORD-103246,2025-03-01,CUST-00546,Consumer,West,Web,Office Supplies,Paper,7,21.37,0.0,149.59,52.81,Second Class,2.0,3.9,False,GBP
ORD-102220,2025-09-20,CUST-00535,Consumer,Central,Mobile App,Technology,Phones,6,287.93,0.1,1554.82,393.37,Standard,6.0,2.8,False,GBP
ORD-101888,2025-07-02,CUST-00511,Consumer,East,Phone,Technology,Copiers,1,637.6,0.2,510.08,81.61,Standard,8.0,3.8,False,GBP
ORD-103750,2025-12-26,CUST-01192,Corporate,West,Marketplace,Office Supplies,Binders,5,18.07,0.0,90.35,26.56,Standard,7.0,4.3,False,GBP
ORD-101226,2025-04-16,CUST-01095,Corporate,South,Mobile App,Technology,Phones,4,264.62,0.3,740.94,108.92,Second Class,4.0,5.0,False,GBP
ORD-101669,2024-08-15,CUST-01133,,East,Mobile App,Furniture,Bookcases,7,831.12,0.3,4072.49,843.01,Standard,5.0,4.0,False,GBP
ORD-102163,2025-04-11,CUST-01067,Corporate,West,Phone,Technology,Copiers,3,970.51,0.1,2620.38,560.76,First Class,2.0,5.0,False,GBP
ORD-103845,2024-06-26,CUST-01116,Consumer,North,Web,Office Supplies,Paper,1,20.36,0.2,16.29,5.41,First Class,3.0,4.5,False,GBP
ORD-103214,2025-05-05,CUST-00465,Consumer,East,Marketplace,Office Supplies,Art,1,28.53,0.0,28.53,9.13,Standard,,3.6,False,GBP
ORD-100659,2024-02-02,CUST-00961,Corporate,North,Mobile App,Furniture,Furnishings,1,296.26,0.15,251.82,82.35,Standard,10.0,3.7,False,GBP
ORD-101609,2024-08-04,CUST-00999,Home Office,West,Marketplace,Furniture,Bookcases,2,429.35,0.4,515.22,30.91,Standard,8.0,3.2,False,GBP
ORD-102299,2024-06-02,CUST-01213,Corporate,North,Web,Furniture,Tables,2,405.11,0.0,810.22,289.25,Standard,7.0,4.8,False,GBP
ORD-104921,2024-02-28,CUST-00284,Corporate,East,Phone,Furniture,Furnishings,8,321.35,0.3,1799.56,242.94,First Class,2.0,3.5,False,GBP
ORD-104354,2024-02-26,CUST-00797,Consumer,North,Web,Furniture,Chairs,4,286.02,0.0,1144.08,352.38,Standard,4.0,3.3,False,GBP
ORD-102261,2025-02-04,CUST-01101,Corporate,North,Marketplace,Furniture,Chairs,1,240.89,0.0,240.89,80.94,Standard,6.0,5.0,False,GBP
ORD-100527,2024-02-28,CUST-01024,Corporate,East,Web,Technology,Phones,8,354.09,0.4,1699.63,219.25,Standard,7.0,3.6,False,GBP
ORD-101061,2024-04-07,CUST-00428,Home Office,East,Mobile App,Furniture,Chairs,5,142.13,0.1,639.58,224.49,First Class,5.0,4.3,False,GBP
ORD-103259,2024-05-03,CUST-00341,Home Office,Central,Marketplace,Office Supplies,Binders,7,23.11,0.1,145.59,43.39,Same Day,0.0,3.3,False,GBP
ORD-103373,2024-10-06,CUST-00922,Consumer,East,Mobile App,Office Supplies,Binders,2,83.89,0.1,151.0,37.3,Standard,6.0,3.6,True,GBP
ORD-102180,2024-05-12,CUST-01035,Consumer,Central,Phone,Office Supplies,Storage,5,29.18,0.0,145.9,47.42,First Class,1.0,3.3,False,GBP
ORD-102318,2024-12-29,CUST-00862,Home Office,South,Marketplace,Technology,Copiers,1,213.62,0.0,213.62,64.09,Standard,6.0,3.8,False,GBP
ORD-101795,2024-03-21,CUST-00461,Consumer,West,Web,Technology,Machines,8,415.43,0.1,2991.1,978.09,Same Day,3.0,2.9,False,GBP
ORD-100581,2024-12-31,CUST-00870,Corporate,West,Phone,Technology,Copiers,4,185.73,0.0,742.92,267.45,Standard,4.0,3.3,False,GBP
ORD-104660,2024-07-05,CUST-00533,Corporate,East,Web,Furniture,Furnishings,7,263.73,0.0,1846.11,592.6,Second Class,6.0,4.0,False,GBP
ORD-104597,2025-07-15,CUST-00806,Home Office,Central,Phone,Office Supplies,Binders,1,48.1,0.3,33.67,6.63,First Class,3.0,4.1,False,GBP
ORD-103853,2025-03-12,CUST-00364,Consumer,East,Marketplace,Technology,Copiers,3,394.13,0.15,1005.03,275.38,Standard,7.0,4.2,False,GBP
ORD-100655,2024-04-13,CUST-00146,Corporate,Central,Web,Technology,Phones,6,328.51,0.0,1971.06,589.35,Standard,3.0,4.1,False,GBP
ORD-101986,2025-03-17,CUST-01048,,South,Marketplace,Furniture,Tables,5,114.74,0.15,487.64,102.4,Standard,6.0,3.3,False,GBP
ORD-104304,2024-05-06,CUST-00465,Corporate,West,Mobile App,Office Supplies,Labels,6,31.11,0.3,130.66,19.47,Second Class,2.0,3.5,True,GBP
ORD-101522,2024-03-31,CUST-01224,Consumer,South,Web,Technology,Accessories,1,298.41,0.4,179.05,26.14,Second Class,4.0,3.8,False,GBP
ORD-103730,2025-02-28,CUST-01018,Consumer,South,Mobile App,Furniture,Tables,4,268.44,0.2,859.01,127.99,Standard,6.0,4.6,False,GBP
ORD-104433,2024-11-14,CUST-01078,,Central,Web,Office Supplies,Labels,5,22.23,0.4,66.69,12.47,Second Class,4.0,4.2,False,GBP
ORD-103358,2024-12-26,CUST-00278,Home Office,East,Marketplace,Office Supplies,Paper,8,34.06,0.1,245.23,80.93,Second Class,3.0,,False,GBP
ORD-103466,2024-07-26,CUST-00794,Consumer,West,Web,Furniture,Chairs,2,328.25,0.1,590.85,150.08,Standard,5.0,2.5,True,GBP
ORD-101575,2024-10-25,CUST-00267,Home Office,East,Web,Furniture,Chairs,5,302.62,0.0,1513.1,469.06,First Class,2.0,3.4,False,GBP
ORD-100674,2025-11-28,CUST-01364,Consumer,East,Web,Office Supplies,Labels,7,40.24,0.1,253.51,67.69,Standard,6.0,2.3,False,GBP
ORD-104907,2025-06-27,CUST-01097,Consumer,South,Web,Office Supplies,Binders,1,24.91,0.0,24.91,7.32,First Class,2.0,5.0,True,GBP
ORD-103603,2025-04-13,CUST-00176,Home Office,North,Marketplace,Technology,Machines,5,237.4,0.15,1008.95,451.0,Second Class,4.0,3.4,False,GBP
ORD-104470,2024-10-21,CUST-01167,Consumer,North,Web,Furniture,Tables,7,239.03,0.0,1673.21,498.62,Standard,6.0,4.2,False,GBP
ORD-103511,2024-02-14,CUST-00931,Consumer,West,Web,Furniture,Bookcases,2,166.27,0.0,332.54,135.34,Standard,6.0,2.1,False,GBP
ORD-101278,2024-06-05,CUST-00691,Consumer,North,Mobile App,Office Supplies,Paper,6,21.98,0.3,92.32,4.99,First Class,4.0,3.5,False,GBP
ORD-103898,2024-11-30,CUST-00477,Consumer,South,Mobile App,Office Supplies,Labels,6,54.71,0.4,196.96,26.79,Standard,6.0,4.9,False,GBP
ORD-101400,2025-02-13,CUST-00742,Consumer,West,Marketplace,Office Supplies,Art,4,15.03,0.0,60.12,21.52,Second Class,4.0,2.9,True,GBP
ORD-101848,2024-09-24,CUST-00183,Corporate,Central,Web,Office Supplies,Storage,8,44.38,0.0,355.04,120.0,Standard,5.0,4.7,False,GBP
ORD-102792,2025-05-11,CUST-00511,Consumer,North,Marketplace,Office Supplies,Labels,5,31.66,0.2,126.64,20.01,Standard,6.0,4.5,True,GBP
ORD-101144,2025-03-31,CUST-00934,Consumer,West,Mobile App,Furniture,Bookcases,1,231.2,0.1,208.08,51.19,Standard,6.0,4.4,False,GBP
ORD-101330,2025-09-30,CUST-01375,Corporate,East,Web,Office Supplies,Paper,7,20.29,0.0,142.03,40.76,Second Class,5.0,3.9,False,GBP
ORD-103399,2025-10-30,CUST-00097,,North,Marketplace,Office Supplies,Labels,7,88.04,0.4,369.77,-23.67,Standard,6.0,1.9,False,GBP
ORD-101134,2024-09-24,CUST-00291,Home Office,North,Mobile App,Technology,Accessories,8,458.74,0.0,3669.92,1251.44,Second Class,5.0,3.4,False,GBP
ORD-100781,2024-05-30,CUST-00965,Corporate,South,Mobile App,Office Supplies,Binders,1,33.99,0.2,27.19,12.18,Same Day,1.0,5.0,False,GBP
ORD-104143,2024-10-28,CUST-00060,Consumer,South,Web,Furniture,Chairs,7,282.78,0.15,1682.54,514.86,Standard,5.0,4.0,False,GBP
ORD-100327,2025-03-23,CUST-00502,Consumer,South,Marketplace,Technology,Phones,8,450.56,0.15,3063.81,741.44,Second Class,5.0,3.2,False,GBP
ORD-100952,2025-08-09,CUST-01024,Home Office,North,Mobile App,Technology,Accessories,1,540.61,0.4,324.37,21.73,Second Class,2.0,4.6,False,GBP
ORD-103734,2024-11-26,CUST-01196,Consumer,South,Web,Office Supplies,Storage,3,34.11,0.3,71.63,15.11,Standard,5.0,2.9,False,GBP
ORD-100911,2024-03-13,CUST-01204,Corporate,North,Marketplace,Technology,Copiers,4,837.4,0.1,3014.64,639.1,Same Day,2.0,4.7,False,GBP
ORD-100127,2024-08-27,CUST-01178,Consumer,East,Web,Office Supplies,Storage,2,31.13,0.2,49.81,8.52,First Class,4.0,2.6,False,GBP
ORD-100043,2025-09-10,CUST-01117,Corporate,East,Mobile App,Technology,Copiers,7,540.99,0.15,3218.89,1068.67,Standard,7.0,3.5,False,GBP
ORD-103820,2024-04-01,CUST-01117,Consumer,Central,Web,Furniture,Tables,2,331.02,0.2,529.63,139.82,Second Class,6.0,2.8,False,GBP
ORD-104034,2025-12-14,CUST-00224,Corporate,North,Mobile App,Office Supplies,Labels,5,30.08,0.2,120.32,10.11,Second Class,5.0,3.6,False,GBP
ORD-103983,2024-10-01,CUST-00378,Corporate,West,Web,Furniture,Bookcases,2,255.65,0.4,306.78,23.32,Standard,6.0,,False,GBP
ORD-103737,2025-03-22,CUST-00067,Corporate,North,Marketplace,Furniture,Furnishings,7,200.31,0.1,1261.95,199.39,Second Class,3.0,4.5,False,GBP
ORD-102152,2024-10-27,CUST-00302,Corporate,North,Web,Office Supplies,Art,5,51.32,0.1,230.94,66.97,Standard,6.0,2.4,False,GBP
ORD-103621,2025-08-14,CUST-00797,,South,Mobile App,Office Supplies,Art,1,19.57,0.4,11.74,0.5,First Class,1.0,4.2,False,GBP
ORD-101516,2025-10-01,CUST-00229,Consumer,East,Web,Office Supplies,Storage,1,28.37,0.0,28.37,11.75,First Class,4.0,4.4,False,GBP
ORD-102986,2025-08-23,CUST-00570,Home Office,East,Phone,Office Supplies,Binders,4,35.79,0.0,143.16,25.63,Standard,8.0,3.8,False,GBP
ORD-103189,2024-05-01,CUST-01093,Consumer,North,Phone,Furniture,Bookcases,6,428.81,0.15,2186.93,564.23,First Class,3.0,4.7,False,GBP
ORD-100470,2024-02-20,CUST-00608,Consumer,North,Mobile App,Furniture,Bookcases,7,296.72,0.0,2077.04,685.42,First Class,5.0,,False,GBP
ORD-104320,2025-08-20,CUST-00181,Home Office,Central,Mobile App,Technology,Accessories,6,233.36,0.3,980.11,204.84,Standard,6.0,4.0,False,GBP
ORD-102083,2025-07-31,CUST-00303,Corporate,West,Mobile App,Technology,Copiers,2,425.5,0.3,595.7,102.46,Standard,5.0,4.5,False,GBP
ORD-100452,2024-08-22,CUST-00716,Consumer,West,Web,Technology,Copiers,1,326.05,0.0,326.05,142.48,Standard,5.0,,False,GBP
ORD-102675,2025-03-04,CUST-00972,Corporate,South,Phone,Furniture,Chairs,2,819.4,0.0,1638.8,499.83,Standard,5.0,4.2,False,GBP
ORD-100853,2025-01-18,CUST-00547,Consumer,South,Mobile App,Furniture,Bookcases,6,643.75,0.4,2317.5,169.18,First Class,4.0,4.5,False,GBP
ORD-102149,2024-09-07,CUST-00198,,West,Mobile App,Technology,Machines,1,296.09,0.2,236.87,61.11,Standard,7.0,2.2,False,GBP
ORD-103004,2025-08-23,CUST-00486,Consumer,Central,Web,Technology,Accessories,3,1108.75,0.0,3326.25,791.65,Second Class,4.0,3.0,True,GBP
ORD-102096,2024-08-15,CUST-00837,Consumer,North,Web,Furniture,Bookcases,8,424.25,0.0,3394.0,1384.75,Standard,7.0,4.0,False,GBP
ORD-100062,2024-11-21,CUST-01238,Corporate,East,Web,Office Supplies,Labels,1,59.87,0.2,47.9,10.87,Second Class,7.0,3.7,False,GBP
ORD-100057,2025-12-29,CUST-01363,Corporate,Central,Marketplace,Office Supplies,Labels,3,41.26,0.0,123.78,50.75,Standard,4.0,3.6,False,GBP
ORD-101829,2025-01-29,CUST-00131,Consumer,Central,Mobile App,Office Supplies,Paper,3,31.57,0.0,94.71,29.27,Standard,3.0,,False,GBP
ORD-103589,2024-09-26,CUST-01058,Consumer,South,Web,Furniture,Furnishings,4,192.65,0.0,770.6,241.97,Second Class,4.0,4.0,True,GBP
ORD-100594,2025-01-11,CUST-00721,Home Office,East,Web,Office Supplies,Binders,1,30.22,0.3,21.15,3.11,Second Class,4.0,3.4,False,GBP
ORD-100597,2025-08-24,CUST-01300,,East,Web,Office Supplies,Art,5,37.76,0.1,169.92,57.43,Second Class,2.0,3.6,False,GBP
ORD-100958,2025-09-19,CUST-00975,Consumer,North,Mobile App,Office Supplies,Paper,2,23.63,0.2,37.81,6.5,Same Day,2.0,3.4,False,GBP
ORD-100849,2024-05-11,CUST-00998,,Central,Mobile App,Furniture,Chairs,6,266.2,0.4,958.32,131.29,Standard,5.0,4.2,False,GBP
ORD-101885,2025-03-01,CUST-01193,Consumer,North,Mobile App,Office Supplies,Art,8,24.94,0.4,119.71,16.88,Second Class,0.0,3.9,False,GBP
ORD-100875,2024-11-30,CUST-00365,,North,Mobile App,Furniture,Chairs,3,243.21,0.0,729.63,150.3,Standard,7.0,4.8,False,GBP
ORD-101879,2025-10-18,CUST-00679,Home Office,West,Marketplace,Furniture,Chairs,4,254.58,0.4,610.99,49.49,Standard,6.0,2.8,False,GBP
